cz,czname,emp_pooled2010,emp_white2010,emp_black2010,emp_pooled1980,emp_white1980,emp_black1980,emp_pooled1990,emp_white1990,emp_black1990,emp_pooled2000,emp_white2000,emp_black2000,emp_pooled2009,emp_white2009,emp_black2009,frac_coll_pooled2010,frac_coll_white2010,frac_coll_black2010,frac_coll_pooled1980,frac_coll_white1980,frac_coll_black1980,frac_coll_pooled1990,frac_coll_white1990,frac_coll_black1990,frac_coll_pooled2000,frac_coll_white2000,frac_coll_black2000,frac_coll_pooled2009,frac_coll_white2009,frac_coll_black2009,foreign_share1980,foreign_share1990,foreign_share2000,foreign_share2009,gini2010,gini1990,gini2000,hhinc_median_pooled2010,hhinc_median_white2010,hhinc_median_black2010,hhinc_median_pooled1980,hhinc_median_white1980,hhinc_median_black1980,hhinc_median_pooled1990,hhinc_median_white1990,hhinc_median_black1990,hhinc_median_pooled2000,hhinc_median_white2000,hhinc_median_black2000,hhinc_median_pooled2009,hhinc_median_white2009,hhinc_median_black2009,percap_inc_pooled2010,percap_inc_white2010,percap_inc_black2010,percap_inc_pooled1980,percap_inc_white1980,percap_inc_black1980,percap_inc_pooled1990,percap_inc_white1990,percap_inc_black1990,percap_inc_pooled2000,percap_inc_white2000,percap_inc_black2000,percap_inc_pooled2009,percap_inc_white2009,percap_inc_black2009,poor_share_pooled2010,poor_share_white2010,poor_share_black2010,poor_share_pooled1980,poor_share_white1980,poor_share_black1980,poor_share_pooled1990,poor_share_white1990,poor_share_black1990,poor_share_pooled2000,poor_share_white2000,poor_share_black2000,poor_share_pooled2009,poor_share_white2009,poor_share_black2009,share_white2010,share_black2010,share_white1980,share_black1980,share_white1990,share_black1990,share_white2000,share_black2000,singlepar_pooled2010,singlepar_white2010,singlepar_black2010,singlepar_pooled1980,singlepar_white1980,singlepar_black1980,singlepar_pooled1990,singlepar_white1990,singlepar_black1990,singlepar_pooled2000,singlepar_white2000,singlepar_black2000,change_emp_white1980_2000,change_emp_white1990_2009,change_emp_white1990_2010,change_emp_black1980_2000,change_emp_black1990_2009,change_emp_black1990_2010,change_emp_pooled1980_2000,change_emp_pooled1990_2009,change_emp_pooled1990_2010,change_frac_coll_white1980_2000,change_frac_coll_white1990_2009,change_frac_coll_white1990_2010,change_frac_coll_black1980_2000,change_frac_coll_black1990_2009,change_frac_coll_black1990_2010,change_frac_coll_pooled1980_2000,change_frac_coll_pooled1990_2009,change_frac_coll_pooled1990_2010,change_hhinc_white1980_2000,change_hhinc_white1990_2009,change_hhinc_white1990_2010,change_hhinc_black1980_2000,change_hhinc_black1990_2009,change_hhinc_black1990_2010,change_hhinc_pooled1980_2000,change_hhinc_pooled1990_2009,change_hhinc_pooled1990_2010,change_percap_inc_white1980_2000,change_percap_inc_white1990_2009,change_percap_inc_white1990_2010,change_percap_inc_black1980_2000,change_percap_inc_black1990_2009,change_percap_inc_black1990_2010,change_poor_share_white1980_2000,change_poor_share_white1990_2009,change_poor_share_white1990_2010,change_poor_share_black1980_2000,change_poor_share_black1990_2009,change_poor_share_black1990_2010,change_share_white1980_2000,change_share_white1990_2010,change_share_black1980_2000,change_share_black1990_2010,change_singlepar_white1980_2000,change_singlepar_white1990_2010,change_singlepar_black1980_2000,change_singlepar_black1990_2010,change_singlepar_pooled1980_2000,change_singlepar_pooled1990_2010,change_foreign_share1980_2000,change_foreign_share1990_2009,change_gini1990_2010,pop_pooled2010,pop_pooled1990,state
3400,Houma,0.65059185,0.6762749,0.57333517,0.6123026,0.62754595,0.55325365,0.57436174,0.60737425,0.45310882,0.60311693,0.63649696,0.48650917,0.65007901,0.67679,0.56803125,0.1296659,0.1387393,0.095311537,0.093804061,0.10167294,0.057234757,0.092334293,0.10227663,0.050688263,0.11412158,0.12524162,0.061465517,0.13296078,0.14183967,0.097872466,0.010412749,0.89729792,0.98480952,0.020667655,0.448847061,0.457630268,0.458121613,64883.54361,72985.95755,37215.28926,67503.98274,73086.8522,37662.42587,52520.22269,59036.05257,26354.08816,61343.53458,67832.99998,31453.51335,63895.67807,71915.6695,36231.07179,31036.64374,35238.9413,18501.92383,24229.008,26942.281,12923.953,22552.678,25932.45401,11119.77552,28055.15476,31727.48761,16547.33153,31155.96652,35314.65508,17627.72313,0.17431623,0.1190332,0.35228589,0.14912625,0.095882244,0.3896358,0.24529031,0.16582516,0.53115058,0.19190614,0.12492716,0.43918434,0.17439714,0.11542481,0.37165838,0.71289039,0.20184316,0.80045795,0.17510042,0.76852018,0.18960913,0.74664712,0.19484916,0.36321756,0.28714758,0.65038019,0.13466781,0.092594303,0.35851505,0.21986859,0.14371412,0.5442788,0.28414908,0.20413461,0.59597945,0.008951001,0.069415748,0.068900652,-0.066744499,0.11492242,0.12022634,-0.00918568,0.075717233,0.076230086,0.023568675,0.039563049,0.036462668,0.004230761,0.047184203,0.044623271,0.020317521,0.040626485,0.0373316,-5253.8521,12879.617,13949.905,-6208.9126,9876.9834,10861.201,-6160.4478,11375.455,12363.321,4785.2065,9382.2012,9306.4873,3623.3784,6507.9478,7382.1484,0.029044915,-0.05040035,-0.046791963,0.04954854,-0.15949222,-0.17886472,-0.053810783,-0.055629794,0.019748749,0.012234023,0.11154031,0.14343348,0.23746441,0.10610139,0.14948125,0.14334898,0.97439677,-0.87663025,-0.008783207,286249,263681,22
3500,Baton Rouge,0.66576135,0.70389122,0.59125257,0.60196638,0.63351589,0.52091306,0.62521392,0.67417717,0.50952661,0.65051591,0.70062077,0.54266298,0.67025852,0.70598984,0.59913003,0.24727343,0.29857108,0.15922531,0.15650678,0.17897336,0.090075858,0.17963943,0.20903106,0.10347159,0.21259691,0.25321448,0.1199194,0.24010383,0.29115888,0.14606766,0.016543789,0.79196954,0.97734797,0.028175473,0.459364733,0.454032138,0.455281978,67245.95808,81692.64001,42981.6284,61722.26836,72119.56145,34551.26982,60762.51972,73330.20455,31594.4927,67199.84042,80562.63307,41273.6032,65833.21955,79968.72562,41354.46537,33825.75507,42150.98421,20992.69842,24024.293,28421.174,13602.282,27192.189,33191.86513,14132.26177,32288.05949,39713.85472,19146.51372,33459.72528,41443.53472,20477.60697,0.16971008,0.10213848,0.31213218,0.17507602,0.098391637,0.3741619,0.21264562,0.1174393,0.45461965,0.17380339,0.098161012,0.33068407,0.17361899,0.10582126,0.31697661,0.61579931,0.33976716,0.70902789,0.28221992,0.69576252,0.29235867,0.6634655,0.31014639,0.39374384,0.25997582,0.59083372,0.19433966,0.11629736,0.3992188,0.26648846,0.16219899,0.5125888,0.32189724,0.20683786,0.54038322,0.067104876,0.031812672,0.029714024,0.021749876,0.089603432,0.081725918,0.048549559,0.045044601,0.040547445,0.074241102,0.082127832,0.089540035,0.029843548,0.042596072,0.055753727,0.056090131,0.060464397,0.067634001,8443.0713,6638.521,8362.4355,6819.9805,9759.9727,11387.136,5477.5723,5070.6997,6483.4385,11292.681,8251.6689,8959.1191,5544.2314,6345.3452,6860.4365,-0.000230626,-0.011618042,-0.015300824,-0.043477837,-0.13764304,-0.14248748,-0.045562398,-0.079963259,0.027926473,0.047408517,0.090540498,0.097776845,0.14116441,0.078244917,0.12755756,0.1272554,0.96080416,-0.76379412,0.005332595,923581,709562,22
3600,Alexandria,0.61211139,0.65180504,0.51222545,0.56985688,0.59229565,0.49993065,0.58537877,0.62597471,0.47026014,0.59322554,0.64803493,0.45971182,0.63174617,0.6692037,0.53275949,0.16593444,0.19527414,0.086616881,0.10287327,0.11996912,0.047094423,0.12512492,0.14502683,0.060217787,0.14046845,0.16357854,0.073221795,0.16669819,0.19672579,0.081668332,0.010561956,0.809995,0.98771811,0.018420005,0.464313962,0.47433897,0.488728244,54057.25198,63296.98234,34804.20662,46015.70724,53232.18483,26755.1212,46530.05322,54587.12634,25985.55157,52298.09225,61111.90034,30863.96265,53576.82523,62910.47204,34376.73505,28701.50862,34087.6158,17083.80626,20430.338,23569.492,11565.789,22537.861,26398.35419,11879.95392,27582.34205,32967.19078,15298.05964,28663.66456,33691.52956,17111.6897,0.18915781,0.13162358,0.33589244,0.21517134,0.14236183,0.42642963,0.2589559,0.17080511,0.50308788,0.21768412,0.13667606,0.42816478,0.1920554,0.13084911,0.35096344,0.66207552,0.29551157,0.73734325,0.25399786,0.72674555,0.26203245,0.69126952,0.28065646,0.41267845,0.30563462,0.66380489,0.18486024,0.11551011,0.40560552,0.26407951,0.16618086,0.54932803,0.34143317,0.23274302,0.61405516,0.05573928,0.043228943,0.025830306,-0.040218811,0.06249937,0.041965332,0.023368645,0.046367403,0.026732616,0.043609422,0.05169896,0.050247308,0.026127374,0.021450546,0.026399098,0.037595186,0.041573275,0.04080952,7879.7158,8323.3457,8709.8555,4108.8413,8391.1836,8818.6553,6282.3848,7046.772,7527.1987,9397.6982,7293.1753,7689.2617,3732.2705,5231.7358,5203.8525,-0.005685771,-0.039956003,-0.039181538,0.001735152,-0.15212443,-0.16719542,-0.046073712,-0.064669997,0.026658591,0.033479117,0.11723292,0.13945375,0.20844963,0.1144769,0.15657294,0.14859895,0.97715616,-0.79157495,-0.010025009,195995,188241,22
3700,Lake Charles,0.64874017,0.67124701,0.57351941,0.61663461,0.62612808,0.57564139,0.6089384,0.62928319,0.53394133,0.6308074,0.65622604,0.55024689,0.65783435,0.67817843,0.59506875,0.16783482,0.1852272,0.097557016,0.11700319,0.12814853,0.067002989,0.12666249,0.13949801,0.074412413,0.14815459,0.16525967,0.078932531,0.16791788,0.18476541,0.098245956,0.015322744,0.74723285,0.98400819,0.019223176,0.448154902,0.447290699,0.451748657,60715.29548,67660.81091,40551.71007,61118.21301,66714.24773,37844.57544,54977.58565,60782.00391,32831.27001,60901.19028,66502.39839,39559.34249,59780.71956,66688.33223,38634.33072,31045.75662,34625.79276,20743.42295,23799.309,26198.73,14808.393,25098.115,27846.29021,15232.84665,29713.97484,32786.70577,19671.1166,31255.79021,34680.47956,21024.05465,0.1572955,0.12265523,0.27841416,0.14897306,0.10727507,0.32603806,0.19981107,0.14997104,0.38802445,0.16175215,0.1186821,0.31983316,0.16202633,0.12370881,0.29600617,0.73901427,0.20979646,0.78739524,0.20079918,0.77417672,0.21022865,0.75563031,0.21044673,0.35132295,0.28719339,0.56172282,0.15172854,0.1122697,0.31522793,0.21816954,0.16148411,0.42876685,0.28845128,0.22402586,0.5088045,0.030097928,0.048895214,0.041963823,-0.025394494,0.060260136,0.039578099,0.01417278,0.048895914,0.039801747,0.037111145,0.045267399,0.04572919,0.01192954,0.023833547,0.023144608,0.031151401,0.041255385,0.041172314,-211.84941,5906.3281,6878.8071,1714.767,5927.5078,7844.8872,-217.02284,4803.1338,5737.71,6587.9761,6834.1895,6779.5024,4862.7241,5808.8105,5510.5762,0.011407037,-0.026262227,-0.027315808,-0.006204883,-0.092018291,-0.1096103,-0.031764943,-0.035162438,0.009647551,-0.000432198,0.11175616,0.12570928,0.19357654,0.13295595,0.13672276,0.13315341,0.96868545,-0.72800964,0.000864203,344953,321386,22
3800,Lafayette,0.65913963,0.69566834,0.57445425,0.61858582,0.63745528,0.55941713,0.59793156,0.63509715,0.4876152,0.6166274,0.66322643,0.49334878,0.66174644,0.69795972,0.57552928,0.18469322,0.21118328,0.091565035,0.13223958,0.14787576,0.06332954,0.14407773,0.16389591,0.06406492,0.16543335,0.18942086,0.079889946,0.18219793,0.20633635,0.095143326,0.015306923,0.88204813,0.98306018,0.021928791,0.474273332,0.484642557,0.480248134,58714.32939,69772.27587,32793.63065,58350.72603,65099.90457,35207.32183,49675.38998,57609.88691,26094.66623,56813.72785,65913.52953,31900.65216,57160.36953,68428.64399,32468.38327,31338.08055,36927.01436,17362.30293,24007.029,27232.271,13518.232,24082.111,28285.03435,11976.22227,28862.84548,33666.54441,15976.21679,31219.49467,36610.77422,17707.17004,0.19381227,0.12116873,0.37669775,0.17981319,0.11705356,0.37606078,0.26066086,0.17162107,0.51366538,0.21327414,0.13380246,0.42066553,0.19372645,0.12274957,0.37520152,0.68436879,0.27350864,0.75343597,0.23887594,0.73160034,0.25570023,0.70892388,0.26635602,0.39342457,0.2934199,0.63407969,0.16263403,0.11117398,0.33618972,0.25565207,0.17108245,0.50491023,0.32291117,0.22812515,0.56841934,0.02577116,0.062862545,0.060571205,-0.066068336,0.087914065,0.08683905,-0.001958444,0.063814901,0.061208054,0.041545115,0.042440444,0.047287371,0.016560409,0.031078404,0.027500119,0.033193771,0.038120195,0.040615488,813.625,10818.757,12162.389,-3306.6697,6373.7173,6698.9644,-1536.9982,7484.9795,9038.9395,6434.2729,8325.7393,8641.9805,2457.9844,5730.9478,5386.0806,0.016748896,-0.048871502,-0.05045234,0.044604752,-0.13846387,-0.13696764,-0.044512093,-0.047231536,0.027480094,0.017808391,0.11695118,0.12233745,0.23222964,0.12916946,0.16027716,0.13777249,0.96775329,-0.86011934,-0.010369224,584118,496579,22
3901,Monroe,0.61932975,0.66887265,0.52969122,0.57590145,0.61342424,0.47691306,0.60826856,0.66154289,0.47946098,0.63067377,0.68952817,0.50994647,0.62284541,0.67253119,0.53019446,0.19206658,0.23011111,0.10928044,0.12491936,0.14310278,0.066803604,0.15738116,0.18213516,0.083933562,0.1826331,0.21374306,0.10390543,0.19704573,0.23438178,0.10896062,0.006463685,0.80147445,0.99120468,0.009016302,0.483823809,0.483623311,0.487997265,53283.30609,65551.36376,32856.5487,45972.43424,57042.66542,24003.12925,47676.2967,59097.76943,25018.63399,54104.52595,66726.213,32005.02893,52325.87708,64476.18018,31336.43789,28704.86058,35721.64345,16676.76852,21023.848,25717.385,10492.106,23886.572,29926.28237,11142.826,28712.86446,35126.72479,16417.87217,28386.20247,35266.9936,16125.2974,0.22306328,0.11546662,0.41252407,0.23770857,0.12167937,0.49490073,0.26799259,0.1407337,0.53935295,0.22292243,0.1193091,0.42652839,0.22849524,0.12060119,0.42272347,0.61672485,0.3563388,0.68991542,0.30517307,0.67573506,0.31748277,0.64604455,0.33702338,0.44558212,0.28114113,0.71824938,0.22638957,0.12113977,0.47968772,0.30550835,0.16582875,0.60278213,0.36618036,0.21624756,0.63791883,0.07610397,0.010988305,0.007329762,0.03303339,0.050733462,0.050230231,0.054772291,0.014576834,0.011061163,0.070640288,0.052246623,0.047975946,0.037101831,0.025027059,0.025346873,0.05771374,0.039664559,0.034685411,9683.5479,5378.4106,6453.5942,8001.8999,6317.8037,7837.9146,8132.0918,4649.5806,5607.0093,9409.3389,5340.7114,5795.3613,5925.7656,4982.4712,5533.9429,-0.002370273,-0.02013251,-0.025267078,-0.068372346,-0.11662949,-0.12682888,-0.043870866,-0.059010215,0.03185029,0.038856015,0.095107786,0.11531237,0.15823111,0.11546725,0.1397908,0.14007378,0.98474097,-0.79245812,0.000200499,256044,247645,22
3902,Lake Providence,0.46254516,0.5481894,0.21011733,0.48962504,0.55351144,0.37910932,0.50743592,0.59192461,0.40838021,0.4855549,0.56857902,0.34415895,0.47939131,0.58026963,0.27760696,0.091303557,0.10669418,0.043346789,0.091000758,0.11150596,0.049085926,0.093827143,0.12135538,0.053682759,0.10696288,0.13851051,0.051373713,0.092952922,0.1093825,0.053521302,0.002958855,0.77953315,0.99448395,0.010412903,0.539690252,0.517122649,0.484357615,41520.80402,51910.47051,21067.18785,29130.08949,41948.03243,17654.69306,31325.9737,42542.33105,16889.63799,42026.88997,52309.19875,26368.89672,41580.66325,50876.95159,21653.04049,22697.79297,38794.9686,7071.776903,15462.457,20854.826,7839.1816,17087.832,24097.65615,8604.247912,20427.23918,28062.68642,10552.42663,22625.86207,36646.68063,10291.22016,0.30550611,0.19542223,0.45915633,0.36210889,0.21413039,0.60007358,0.39869085,0.22478408,0.67518491,0.30633032,0.16695756,0.51096964,0.31659263,0.17813358,0.45711941,0.59380931,0.383412,0.64091438,0.35316765,0.62242299,0.37120566,0.59390563,0.39430615,0.46602678,0.26193291,0.72473961,0.2117992,0.080259368,0.44381443,0.32223001,0.12611145,0.60994232,0.36929139,0.18962203,0.61994147,0.015067594,-0.011654996,-0.043735228,-0.03495039,-0.13077323,-0.19826289,-0.004070127,-0.028044604,-0.044890754,0.027004538,-0.011972885,-0.014661198,0.002287789,-0.00016146,-0.010335972,0.015962128,-0.00087422,-0.002523584,10361.166,8334.6201,9368.1396,8714.2041,4763.4023,4177.5498,12896.801,10254.689,10194.83,7207.8608,12549.024,14697.313,2713.2451,1686.9722,-1532.4711,-0.047172833,-0.046650499,-0.029361837,-0.089103937,-0.21806547,-0.21602853,-0.047008734,-0.028613687,0.041138504,0.012206335,0.10936266,0.13582148,0.17612703,0.1147973,0.15749219,0.14379679,0.99152511,-0.76912022,0.022567602,19363,21802,22
4001,Magnolia,0.58396691,0.65557003,0.46164355,0.58247167,0.6291886,0.48875025,0.63116711,0.68973678,0.52119577,0.62488425,0.69106609,0.5039317,0.61364162,0.66904044,0.51330829,0.1915127,0.24622728,0.079545185,0.08933305,0.11412968,0.030818185,0.11730497,0.15220088,0.037423063,0.15233044,0.20023848,0.056991003,0.17930578,0.22615072,0.084732041,0.004208979,0.73781186,0.99116379,0.019364785,0.488601794,0.479783588,0.483534623,46816.3015,62374.9843,28045.84129,40287.33017,50456.2918,23829.69204,42950.85112,54955.13077,23167.72139,49452.45908,62430.33357,32248.7074,47393.32737,63567.95158,30540.15379,27374.9985,35064.15176,14682.74189,19504.889,24875.266,9925,22185.24,28400.72834,11154.78607,27556.67165,34108.89944,17037.08765,28181.51663,35646.02178,15887.09115,0.22225969,0.12091633,0.3958073,0.24812359,0.11792075,0.47584602,0.26588652,0.12940621,0.50610948,0.21575557,0.10641948,0.40098765,0.20052193,0.11804897,0.33793062,0.60042524,0.36965424,0.6346572,0.36050668,0.63729423,0.35751072,0.62077874,0.3615084,0.41240633,0.24015523,0.66465044,0.20546928,0.099411547,0.40201128,0.26338965,0.12896141,0.50058097,0.3337411,0.17376994,0.58017403,0.0618775,-0.020696303,-0.034166731,0.015181444,-0.007887494,-0.059552234,0.042412609,-0.017525498,-0.047200203,0.086108796,0.073949844,0.094026402,0.02617282,0.047308978,0.042122118,0.062997386,0.062000804,0.074207731,11974.042,8612.8213,7419.854,8419.0156,7372.4321,4878.1196,9165.1289,4442.4761,3865.4504,9233.6338,7245.2935,6663.4233,7112.0874,4732.3052,3527.9558,-0.011501266,-0.011357249,-0.008489882,-0.074858345,-0.16817886,-0.11030218,-0.013878447,-0.036868989,0.001001718,0.012143537,0.074358381,0.11119381,0.17816275,0.16406947,0.12827182,0.14901669,0.98695481,-0.71844709,0.008818206,32197,35334,5
4002,Shreveport,0.64967674,0.68964249,0.59392518,0.65118885,0.6779815,0.5897519,0.63055098,0.68303484,0.52318192,0.64235657,0.69954902,0.54488993,0.65310198,0.69592148,0.59118229,0.20081453,0.24881887,0.11463985,0.1376455,0.16698836,0.067130364,0.15712906,0.19314274,0.076788142,0.17976901,0.22449872,0.092427097,0.20178345,0.25273046,0.1102015,0.015007536,0.71170932,0.98410547,0.02106512,0.479603517,0.465727408,0.475515191,55838.37123,71617.27193,35049.88944,53912.51205,64842.31066,31481.43887,53610.59858,66902.67555,27749.04474,58861.62058,72351.96995,36610.94749,55322.19007,70802.95293,34153.08274,31293.35728,40256.90236,19038.75296,23974.021,29851.871,12857.908,26204.18,33624.61784,12868.59597,30817.79601,38895.33238,18371.42437,31190.1258,39844.89617,19018.8392,0.19571474,0.10176447,0.33477038,0.17717139,0.084622696,0.36460286,0.23681174,0.10880767,0.47430658,0.20133932,0.098581731,0.37242696,0.20337147,0.10579239,0.35503688,0.57363647,0.38262269,0.66102266,0.32988405,0.64385915,0.34488738,0.6018163,0.36898702,0.44843686,0.28395572,0.67180848,0.22852924,0.13357447,0.41502467,0.31198043,0.17228603,0.55566603,0.38660991,0.23433575,0.60952508,0.021567523,0.012886624,0.006607643,-0.044861965,0.068000361,0.07074324,-0.008832282,0.022551009,0.01912573,0.057510354,0.059587721,0.055676121,0.025296735,0.033413362,0.037851706,0.042123511,0.044654381,0.04368547,7509.6592,3900.2773,4714.5967,5385.8833,6404.0381,7300.8447,4949.1084,1711.5914,2227.7727,9043.4609,6220.2783,6632.2847,5513.5161,6150.2432,6170.1567,0.013959033,-0.003015283,-0.007043195,0.007824102,-0.11926971,-0.1395362,-0.059206381,-0.070222698,0.03910296,0.037735313,0.10076127,0.11166967,0.1945004,0.11614247,0.15808067,0.13645643,0.96909791,-0.6906442,0.013876109,520016,481136,22
4003,Ruston,0.56475991,0.62581229,0.46241468,0.52898645,0.56846702,0.43102288,0.54413378,0.60600525,0.43333802,0.57307786,0.65223241,0.44135132,0.57184923,0.6238957,0.47814012,0.2467927,0.27090102,0.1963155,0.18096282,0.19808367,0.1481096,0.19920543,0.22228536,0.14231038,0.24242561,0.2672759,0.17739247,0.24451073,0.27649438,0.17981149,0.017502652,0.7878449,0.9848057,0.018644441,0.489436401,0.507775849,0.49411143,49952.87897,61708.46716,31860.66835,44033.70424,52791.22967,29506.08952,46135.06312,59196.07776,24763.83949,49356.30602,65094.25277,26506.47696,46473.73655,60021.05186,26250.33637,26453.60146,33494.4628,16454.89087,19140.723,23251.188,11579.003,22996.285,28780.12896,12945.14211,25753.72918,31889.83438,15750.92526,25596.25031,32197.74877,15544.96904,0.23864795,0.15969501,0.36059919,0.22243632,0.15009519,0.38011637,0.26202446,0.15514039,0.46738014,0.24319567,0.14038394,0.43098709,0.25505418,0.1719133,0.39742416,0.59688008,0.36718106,0.64792734,0.34290475,0.63075745,0.35914844,0.61602187,0.3615157,0.41116628,0.23379014,0.70598769,0.19559357,0.099923268,0.39726761,0.26520112,0.12626283,0.54967904,0.34508079,0.18222877,0.63114381,0.083765425,0.017890489,0.019807074,-0.01276538,0.044802114,0.029076669,0.044091411,0.027715439,0.020626079,0.069192223,0.054209035,0.048615653,0.040619388,0.0375011,0.054005112,0.061462779,0.045305304,0.047587287,12303.023,824.97406,2512.3894,-2999.6128,1486.4969,7096.8286,5322.6016,338.67346,3817.8159,8638.6455,3417.6199,4714.3335,3374.7705,2599.8269,3509.7488,-0.009711258,0.016772915,0.00455464,0.061318416,-0.069955967,-0.10678094,-0.031905439,-0.033877388,0.018610941,0.008032626,0.082305513,0.10752731,0.23387623,0.15630864,0.14948723,0.14596516,0.96730304,-0.76920044,-0.018339448,78322,73719,22
4004,Many,0.58276492,0.59152657,0.53147697,0.47188413,0.48734015,0.42489961,0.5498547,0.56950629,0.44492754,0.57195336,0.59430778,0.46699819,0.58905613,0.58655685,0.56598115,0.11601764,0.13371137,0.032315977,0.070848711,0.080996625,0.027972028,0.083444081,0.092042103,0.042368554,0.11093059,0.12584949,0.046943765,0.10878875,0.12370872,0.039373815,0.005419304,0.80941445,0.99032354,0.0087181,0.492,0.477653033,0.502101856,49459.48431,54276.17713,21659.04808,41925.50633,46462.29055,21633.84227,41268.6702,45968.23526,17495.55655,48757.73986,54175.87625,24765.74901,49186.96699,54044.30781,22375.0138,28821.90488,33167.68808,14796.62323,18842.26,21071.828,10349.192,20988.277,23483.07773,10286.44341,27802.24679,31630.79489,14776.40302,28820.22217,31991.69645,15865.89305,0.20740429,0.16455995,0.36842105,0.23094125,0.16878393,0.46751291,0.27095762,0.20158416,0.59702259,0.21503974,0.14935531,0.51449472,0.20096305,0.15929048,0.37898937,0.70791894,0.16613708,0.77891612,0.18568037,0.79214871,0.17592511,0.72671467,0.16871989,0.37638518,0.28547296,0.69358176,0.15520334,0.094527364,0.41956884,0.2295423,0.14457831,0.59404099,0.29326424,0.19320486,0.65186501,0.10696763,0.017050564,0.02202028,0.042098582,0.12105361,0.086549431,0.10006922,0.039201438,0.032910228,0.04485286,0.031666622,0.041669264,0.018971737,-0.002994739,-0.010052577,0.040081881,0.02534467,0.032573558,7713.5859,8076.0728,8307.9414,3131.9067,4879.457,4163.4917,6832.2334,7918.2969,8190.814,10558.967,8508.6191,9684.6104,4427.2104,5579.4497,4510.1797,-0.019428626,-0.042293683,-0.037024215,0.046981812,-0.21803322,-0.22860155,-0.05220145,-0.084229767,-0.016960487,-0.009788021,0.098677501,0.14089465,0.23229617,0.09954077,0.1380609,0.14684288,0.98490423,-0.80069637,0.014346967,24233,22646,22
4101,Crossett,0.60658228,0.62578619,0.53770757,0.55912942,0.58840507,0.46557727,0.63048482,0.66878694,0.51801926,0.61391109,0.65782124,0.49429461,0.62279773,0.6345188,0.57753164,0.13659291,0.16469713,0.070434071,0.077106677,0.089380145,0.036462821,0.093417421,0.10661796,0.053517241,0.10062333,0.11760131,0.046203729,0.13944918,0.16546223,0.083355889,0.003466727,0.72387844,0.97818995,0.022160541,0.447,0.435283039,0.449372351,48815.3023,60548.91693,27794.8468,46972.54012,58693.49038,25475.50389,50655.51067,60548.68503,29010.96571,58092.22669,66087.72776,32746.61636,46879.01997,60490.93645,27101.68931,26240.98477,29821.01581,18575.07911,19237.889,22269.805,11044.315,23832.104,27966.34482,13292.49365,28722.3422,33174.65279,18987.25717,26912.79272,30997.50389,18710.70406,0.18455563,0.12043892,0.33257002,0.20902921,0.1296559,0.42224729,0.20931977,0.12060679,0.43339473,0.17485471,0.10232865,0.34940523,0.20303184,0.13200438,0.36692777,0.69294834,0.25808814,0.7246213,0.27270329,0.72005427,0.27205065,0.69775701,0.2710149,0.3574281,0.26422763,0.65408808,0.17510438,0.094469257,0.43186814,0.22475669,0.1122278,0.53579676,0.28748018,0.1777571,0.56270808,0.069416165,-0.034268141,-0.043000758,0.028717339,0.059512377,0.019688308,0.054781675,-0.007687092,-0.023902535,0.028221168,0.058844261,0.058079161,0.009740908,0.029838648,0.01691683,0.023516655,0.046031758,0.043175489,7394.2373,-57.748581,0.23189926,7271.1123,-1909.2764,-1216.1189,11119.687,-3776.4907,-1840.2084,10904.848,3031.1592,1854.671,7942.9419,5418.2104,5282.5854,-0.027327247,0.011397585,-0.000167876,-0.072842062,-0.066466957,-0.10082471,-0.02686429,-0.027105927,-0.001688391,-0.013962507,0.083287843,0.15199983,0.13083994,0.11829132,0.1123758,0.13267142,0.97472322,-0.70171791,0.011716962,21853,24319,5
