cz,czname,emp_pooled2010,emp_white2010,emp_black2010,emp_pooled1980,emp_white1980,emp_black1980,emp_pooled1990,emp_white1990,emp_black1990,emp_pooled2000,emp_white2000,emp_black2000,emp_pooled2009,emp_white2009,emp_black2009,frac_coll_pooled2010,frac_coll_white2010,frac_coll_black2010,frac_coll_pooled1980,frac_coll_white1980,frac_coll_black1980,frac_coll_pooled1990,frac_coll_white1990,frac_coll_black1990,frac_coll_pooled2000,frac_coll_white2000,frac_coll_black2000,frac_coll_pooled2009,frac_coll_white2009,frac_coll_black2009,foreign_share1980,foreign_share1990,foreign_share2000,foreign_share2009,gini2010,gini1990,gini2000,hhinc_median_pooled2010,hhinc_median_white2010,hhinc_median_black2010,hhinc_median_pooled1980,hhinc_median_white1980,hhinc_median_black1980,hhinc_median_pooled1990,hhinc_median_white1990,hhinc_median_black1990,hhinc_median_pooled2000,hhinc_median_white2000,hhinc_median_black2000,hhinc_median_pooled2009,hhinc_median_white2009,hhinc_median_black2009,percap_inc_pooled2010,percap_inc_white2010,percap_inc_black2010,percap_inc_pooled1980,percap_inc_white1980,percap_inc_black1980,percap_inc_pooled1990,percap_inc_white1990,percap_inc_black1990,percap_inc_pooled2000,percap_inc_white2000,percap_inc_black2000,percap_inc_pooled2009,percap_inc_white2009,percap_inc_black2009,poor_share_pooled2010,poor_share_white2010,poor_share_black2010,poor_share_pooled1980,poor_share_white1980,poor_share_black1980,poor_share_pooled1990,poor_share_white1990,poor_share_black1990,poor_share_pooled2000,poor_share_white2000,poor_share_black2000,poor_share_pooled2009,poor_share_white2009,poor_share_black2009,share_white2010,share_black2010,share_white1980,share_black1980,share_white1990,share_black1990,share_white2000,share_black2000,singlepar_pooled2010,singlepar_white2010,singlepar_black2010,singlepar_pooled1980,singlepar_white1980,singlepar_black1980,singlepar_pooled1990,singlepar_white1990,singlepar_black1990,singlepar_pooled2000,singlepar_white2000,singlepar_black2000,change_emp_white1980_2000,change_emp_white1990_2009,change_emp_white1990_2010,change_emp_black1980_2000,change_emp_black1990_2009,change_emp_black1990_2010,change_emp_pooled1980_2000,change_emp_pooled1990_2009,change_emp_pooled1990_2010,change_frac_coll_white1980_2000,change_frac_coll_white1990_2009,change_frac_coll_white1990_2010,change_frac_coll_black1980_2000,change_frac_coll_black1990_2009,change_frac_coll_black1990_2010,change_frac_coll_pooled1980_2000,change_frac_coll_pooled1990_2009,change_frac_coll_pooled1990_2010,change_hhinc_white1980_2000,change_hhinc_white1990_2009,change_hhinc_white1990_2010,change_hhinc_black1980_2000,change_hhinc_black1990_2009,change_hhinc_black1990_2010,change_hhinc_pooled1980_2000,change_hhinc_pooled1990_2009,change_hhinc_pooled1990_2010,change_percap_inc_white1980_2000,change_percap_inc_white1990_2009,change_percap_inc_white1990_2010,change_percap_inc_black1980_2000,change_percap_inc_black1990_2009,change_percap_inc_black1990_2010,change_poor_share_white1980_2000,change_poor_share_white1990_2009,change_poor_share_white1990_2010,change_poor_share_black1980_2000,change_poor_share_black1990_2009,change_poor_share_black1990_2010,change_share_white1980_2000,change_share_white1990_2010,change_share_black1980_2000,change_share_black1990_2010,change_singlepar_white1980_2000,change_singlepar_white1990_2010,change_singlepar_black1980_2000,change_singlepar_black1990_2010,change_singlepar_pooled1980_2000,change_singlepar_pooled1990_2010,change_foreign_share1980_2000,change_foreign_share1990_2009,change_gini1990_2010,pop_pooled2010,pop_pooled1990,state
1001,Boone,0.61545122,0.6325438,0.28671533,0.57162935,0.57299167,0.45280692,0.64361298,0.64559239,0.48363784,0.61328942,0.62406564,0.34651873,0.62833649,0.64247495,0.28304917,0.28483126,0.28727901,0.20321162,0.15358166,0.15464592,0.054855548,0.20017767,0.20186602,0.056385566,0.24364263,0.24586678,0.21701851,0.27502275,0.27625924,0.15812157,0.009394633,0.67176723,0.98208505,0.023252202,0.501576367,0.456461394,0.467363202,44905.7781,45820.39437,26661.79059,40016.90946,40172.46524,19326.62682,47260.90721,47132.22342,53036.42561,55470.39055,55990.36382,44939.33183,47106.59279,47432.44247,53413.90376,28763.57384,29991.33304,12418.70775,17725.742,17822.336,10648.32,24177.898,24381.07781,13707.54756,29420.29949,29813.92803,17539.86176,30118.76593,30959.36914,12672.12889,0.2326529,0.22633654,0.43237674,0.22580184,0.22469215,0.32132155,0.21568613,0.21521783,0.24388131,0.18325672,0.18016937,0.30026489,0.21123399,0.20969081,0.32987851,0.94340128,0.022266245,0.98488271,0.011222241,0.97826165,0.015558085,0.95958984,0.021242747,0.26610047,0.26164165,0.49913996,0.14882378,0.14750053,0.3287788,0.17708142,0.17573452,0.33333334,0.22722876,0.22406936,0.44120142,0.051073983,-0.003117439,-0.013048594,-0.033637069,-0.20058869,-0.19692253,0.041660078,-0.015276503,-0.028161785,0.091220848,0.07439322,0.085413001,0.14850873,0.101736,0.14682604,0.090060957,0.074845068,0.084653601,15817.898,300.21906,-1311.829,26818.994,377.47784,-28043.541,15453.48,-154.31433,-2355.1292,11991.592,6578.2915,5610.2549,7601.2192,-1035.4186,-1288.8398,-0.044522773,-0.005527025,0.011118705,-0.066812187,0.085997194,0.18849543,-0.025292892,-0.034860373,0.010020507,0.006708159,0.076568834,0.085907131,0.1124226,0.16580661,0.078404978,0.089019053,0.9726904,-0.64851505,0.045114972,87120,65585,37
1002,Morganton,0.63752902,0.64500308,0.45499665,0.69494122,0.70297116,0.56403822,0.72865939,0.73506045,0.61824644,0.69869214,0.71336472,0.49241707,0.64592123,0.65440494,0.47352281,0.14737968,0.14999753,0.10152902,0.082746349,0.084068798,0.038858116,0.09726043,0.099597722,0.034534592,0.11737265,0.12105902,0.06189001,0.14312872,0.14553154,0.10831352,0.007207946,0.82866955,0.96280468,0.040603288,0.428449306,0.398280922,0.42449954,50292.23324,50595.94083,43241.69719,49854.27726,50436.08236,39849.15386,58433.17677,59063.36264,48284.44495,61504.5364,62086.19199,51885.54676,51160.43501,51619.74103,35995.678,26544.42609,27638.58114,19447.3574,20288.223,20667.027,14590.839,26899.988,27353.5959,17524.37305,30727.60285,32117.39184,20726.67576,26172.95216,27243.55036,18941.73184,0.17517233,0.1661412,0.28150743,0.12664643,0.11844505,0.27506572,0.11968227,0.1122083,0.22566064,0.11785956,0.11191565,0.13359571,0.16558479,0.15807162,0.27499506,0.88259602,0.046353176,0.94419825,0.051390976,0.94129366,0.04846324,0.90096277,0.051946644,0.3194778,0.31164023,0.58255792,0.14649066,0.13853255,0.29897323,0.20105104,0.18987319,0.49585021,0.25259313,0.24560975,0.52035505,0.010393549,-0.080655523,-0.09005738,-0.09289591,-0.14472362,-0.16324978,0.003750925,-0.082738206,-0.091130398,0.036990218,0.045933817,0.050399803,0.013098665,0.07033699,0.063552484,0.034626298,0.045868289,0.050119247,11650.11,-7443.6216,-8467.4219,11469.91,-12575.959,-5329.9404,11650.259,-7272.7417,-8140.9434,11450.364,-110.04553,284.98526,6251.8589,856.43701,1362.0626,-0.006529397,0.045863323,0.053932905,-0.11458134,0.049334403,0.055846792,-0.043235511,-0.058697615,-0.004441953,-0.002110062,0.1070772,0.12176703,0.19158414,0.11203794,0.10610245,0.11842676,0.95559675,-0.78806627,0.030168386,169305,141277,37
1100,Hickory,0.67996788,0.69079435,0.59411067,0.74596721,0.75498891,0.67218101,0.79023159,0.80213571,0.68652672,0.75930095,0.77339023,0.6567719,0.68984735,0.70290196,0.57576168,0.18508194,0.19954041,0.075054154,0.094921075,0.10144082,0.035344332,0.11818381,0.1255502,0.050609946,0.15474695,0.1673013,0.061826147,0.17959684,0.19273889,0.0823915,0.005915839,0.78890347,0.9576574,0.050619803,0.450384702,0.402320039,0.425749344,62069.61199,66828.57397,39431.51943,56928.48144,58869.62155,40883.52491,69257.3554,72233.75479,44091.22367,73447.83106,76827.25812,48444.73936,62749.3854,66849.15643,38560.96623,32597.07584,35281.90987,21223.07867,22934.412,24242.887,13556.71,31724.414,33548.4353,18412.73076,36645.11406,39087.19768,23308.75882,32711.3141,35373.45458,20666.00677,0.13283391,0.10702716,0.26413625,0.094072141,0.076264359,0.22065143,0.088784344,0.070036232,0.23043939,0.089303024,0.069337383,0.22709511,0.13224445,0.10376479,0.2936576,0.83340049,0.090643667,0.87854147,0.11763265,0.88025528,0.11070322,0.85506833,0.097694345,0.30965275,0.2723785,0.63991815,0.16271994,0.13208368,0.39635187,0.21372567,0.1725647,0.52386832,0.25902385,0.21975543,0.58834445,0.018401368,-0.099233747,-0.11134134,-0.01540911,-0.11076505,-0.092416048,0.013333745,-0.10038426,-0.1102637,0.065860473,0.067188695,0.073990211,0.026481815,0.031781554,0.024444206,0.059825871,0.061413031,0.066898137,17957.637,-5384.5981,-5405.1812,7561.2144,-5530.2573,-4659.7046,16519.35,-6507.9697,-7187.7437,14844.311,1825.0193,1733.4746,9752.0488,2253.2759,2810.3479,-0.006926971,0.033728566,0.036990929,0.006443673,0.063218199,0.033696868,-0.023473157,-0.046854798,-0.019938303,-0.020059545,0.087671742,0.099813804,0.19199258,0.11604982,0.09630391,0.095927067,0.95174158,-0.73828363,0.048064664,434022,309596,37
1201,Franklin,0.64662665,0.65286511,0.14588094,0.61669916,0.62255269,0.4303793,0.68728572,0.69436538,0.48778123,0.67496812,0.68121791,,0.66422635,0.67407137,0.070946224,0.21107459,0.21691063,0,0.10718976,0.10782413,0.015185487,0.12687856,0.12617266,0.17476295,0.16625993,0.16770789,,0.20788336,0.21195017,0,0.00952118,0.59013873,0.96912557,0.049282037,0.494707858,0.43879515,0.458265311,52128.05764,52698.84211,28280.5455,41665.89048,41766.17167,33625.15865,50820.97102,51024.67561,35748.35817,59791.37107,59879.62549,,52681.41755,53803.69998,35589.25326,34946.31558,36247.33493,7196.792571,20735.791,20949.061,9999.6455,27189.215,27431.74233,16432.9097,35219.75361,35203.42769,,35597.26943,36774.5674,7052.490744,0.17364264,0.16935867,0.20991336,0.17206502,0.1683834,0.37544382,0.15629363,0.14859469,0.47567171,0.12150658,0.11443178,,0.14894055,0.14680286,0.12934399,0.93627471,0.012058896,0.98131847,0.015001199,0.97968763,0.012379155,0.96462089,0.010708921,0.2987231,0.29435986,0.58196795,0.12161157,0.11993525,0.2619552,0.17628086,0.17320016,0.34434876,0.2353157,0.23229887,0.55780619,0.058665205,-0.020293992,-0.041500248,,-0.41683501,-0.34190029,0.058268949,-0.023059364,-0.04065907,0.059883762,0.085777499,0.090737954,,-0.17476295,-0.17476295,0.059070166,0.081004791,0.084196024,18113.453,2779.0244,1674.1665,,347.43115,-7467.813,18125.48,1860.4465,1307.0867,14254.366,9342.8252,8815.5928,,-9380.4189,-9236.1172,-0.053951629,-0.001791834,0.020763975,,-0.34632769,-0.26575834,-0.016697548,-0.043412928,-0.004292278,-0.00032026,0.11236361,0.12115971,0.29585102,0.23761921,0.11370412,0.12244226,0.95960438,-0.54085666,0.055912707,50198,35147,13
1202,Sylva,0.62225926,0.63707221,0.61957872,0.55920845,0.55888641,0.45631069,0.6371395,0.64404184,0.54936212,0.64992833,0.65735555,0.46224257,0.63943875,0.65919274,0.63117051,0.23487988,0.25969541,0.25972223,0.12874106,0.1365439,0.030303031,0.16386054,0.17487906,0.15904739,0.21248358,0.22616087,0.36723164,0.22559544,0.25109115,0.26394501,0.006211862,0.72432923,0.984882,0.033337776,0.453169779,0.451757464,0.448576574,49828.3814,54743.15669,37874.80196,40830.44389,41478.64335,30437.49608,48570.49752,49935.79259,30048.43753,56663.52318,57263.83084,33535.00825,50433.37863,53968.52746,29308.83919,27572.92902,30247.63413,13534.7132,17582.635,18300.953,11051.71,24200.047,25606.4694,16217.75804,30253.57995,31463.2651,22499.35098,27816.8306,30004.44315,14877.18909,0.20737104,0.17550388,0.36438692,0.20784898,0.19411264,0.18412699,0.20044118,0.17572321,0.29406005,0.16346027,0.14599957,0.28135592,0.20792425,0.17929858,0.33145121,0.8048268,0.013649607,0.86120182,0.017708587,0.84888315,0.01423806,0.82281691,0.016758369,0.34189945,0.29550898,0.55555558,0.15931432,0.13682014,0.4306457,0.21398792,0.17889684,0.39251995,0.29494378,0.25311935,0.40491185,0.098469138,0.015150916,-0.006969658,0.005931884,0.030101508,0.016884647,0.090719841,0.002299245,-0.014880269,0.089616977,0.076212078,0.084816344,0.33692861,0.001708711,-0.003106073,0.083742537,0.061734896,0.071019322,15785.188,4032.7349,4807.3643,3097.5122,-739.59833,7826.3643,15833.079,1862.8811,1257.8838,13162.313,4397.9736,4641.165,11447.641,-1340.569,-2683.0449,-0.048113078,0.003575371,-0.000219326,0.097228929,0.083857886,0.12141094,-0.038384907,-0.044056382,-0.000950217,-0.000588453,0.1162992,0.11661211,-0.025733849,0.14379087,0.13562946,0.12791155,0.97867018,-0.69099146,0.001412315,63113,45310,37
1203,Asheville,0.69113594,0.69841194,0.57288527,0.64887494,0.65473115,0.55265844,0.71458769,0.72070676,0.61070716,0.70812219,0.71559423,0.57847244,0.69514352,0.70152771,0.57716829,0.28219673,0.29533386,0.12068039,0.13822147,0.14321043,0.048900165,0.18022372,0.18538636,0.086940363,0.23366778,0.24250779,0.094405793,0.27703443,0.28945956,0.11567234,0.014561389,0.6598528,0.96136349,0.048746862,0.446869481,0.422123724,0.438336391,61224.52788,62829.72945,46297.02464,51299.16764,52616.52093,34324.85147,62314.58569,63677.50613,42579.79434,66851.12123,68506.28529,40696.07859,60931.70497,62546.97578,46217.21779,35177.25434,36792.27047,22353.45911,22992.939,23618.826,14278.547,31801.539,32634.71801,19848.70725,36892.35534,38330.55004,22230.83715,35773.92604,37402.76891,21815.44789,0.13989021,0.12461653,0.31151125,0.13670278,0.1238957,0.31456706,0.11866391,0.10738888,0.27681744,0.11088085,0.097062342,0.28274941,0.13509367,0.11944151,0.29562441,0.89447457,0.045630176,0.93406373,0.060881469,0.93431598,0.057030648,0.91488457,0.051899113,0.32479492,0.30424535,0.65027303,0.15955418,0.14006665,0.44612256,0.21710274,0.1936128,0.54400444,0.26997888,0.24521025,0.62615508,0.060863096,-0.019179016,-0.022294816,0.009812085,-0.033538871,-0.037821908,0.059247278,-0.019444173,-0.023451729,0.099297352,0.10407319,0.10994752,0.054097462,0.028731983,0.033740032,0.095446296,0.096810706,0.101973,15889.765,-1130.5304,-847.77667,6371.2271,3637.4236,3717.2302,15551.954,-1382.8807,-1090.0577,14711.724,4768.0508,4157.5522,7727.709,1966.7406,2504.7517,-0.026833352,0.012052631,0.017227652,-0.039306894,0.018806957,0.034693826,-0.019179178,-0.039841432,-0.008982357,-0.011400472,0.1051436,0.11063255,0.18003255,0.10626858,0.1104247,0.10769217,0.94680208,-0.61110598,0.024745757,457948,333521,37
1204,Andrews,0.62716967,0.62623465,0.45401475,0.5693211,0.57111508,0.63499999,0.6446777,0.64593905,0.47731665,0.64571142,0.64655697,0.625,0.64398241,0.64497101,0.44878307,0.18917669,0.18958239,0.12987623,0.079085663,0.079761676,0.030837005,0.099121764,0.1007975,0,0.13184831,0.13295892,0.12552302,0.18182719,0.18030129,0.140681,0.007513114,0.60813415,0.98522735,0.018841401,0.443159183,0.447320546,0.456291416,54448.21133,55069.93762,39004.65738,35493.90707,35754.53136,33894.62179,48266.48668,48238.14732,76091.36807,55608.56441,55874.92984,44587.12846,53705.11616,53652.74178,39686.60919,30685.29981,31166.36549,19633.27265,16940.059,16995.84,16272.524,24811.152,24882.43788,15357.80722,32089.93335,32378.65336,19053.10892,31377.7802,31763.62419,18007.98429,0.13990796,0.13596171,0.28083697,0.23676755,0.23604269,0.32405064,0.18336056,0.18161112,0.16035745,0.13279764,0.13079736,0.2292683,0.1392381,0.13610426,0.24235351,0.95760572,0.007699498,0.98485225,0.016649337,0.98018855,0.009428541,0.96943128,0.011139059,0.28024948,0.27688441,0.37209302,0.11792514,0.11561218,0.38,0.16163048,0.160467,0.20570548,0.22592168,0.2212808,0.59796947,0.075441845,-0.000968012,-0.019704403,-0.009999991,0.057694659,0.063931547,0.076390296,-0.000695321,-0.017508052,0.053197242,0.079503782,0.088784881,0.094686009,0,0,0.052762646,0.082705416,0.090054929,19549.219,5414.5947,6831.7905,10692.507,-43337.734,-43894.199,20114.658,5438.6294,6181.7246,15382.814,6881.1865,6283.9277,2780.5845,5947.5522,7738.4663,-0.10524533,-0.045506869,-0.045649409,-0.094782338,-0.025691018,0.021811437,-0.015420948,-0.022582838,-0.005252713,-0.001002009,0.10566863,0.11641742,0.21615386,-0.098495215,0.10799653,0.11861899,0.97771424,-0.58929276,-0.004161364,69858,46072,13
1301,Bennettsville,0.55849409,0.6052025,0.50479764,0.65868878,0.69356978,0.5983296,0.66866875,0.70915633,0.59807622,0.60724938,0.67239511,0.50785756,0.56547374,0.62334144,0.49615243,0.10178823,0.12314446,0.066861004,0.079413846,0.093938991,0.048694424,0.077758878,0.10061704,0.03488823,0.091545455,0.11230188,0.047758631,0.099785998,0.13066584,0.05029045,0.00498846,0.78904313,0.9876774,0.020946465,0.45036122,0.437344576,0.457569484,43322.25462,51844.95159,33089.80064,44657.71184,51102.67117,32975.52382,49031.35812,57443.7841,34966.54968,51959.85877,61662.68206,37034.97606,44018.51007,54484.02063,33070.71982,22235.80263,27268.40874,16098.30623,17845.199,21671.949,11415.292,21856.375,26875.07945,14087.52458,25455.90903,30561.09611,18219.034,22530.77466,27985.49363,15384.3607,0.24470671,0.16160095,0.35299489,0.21424024,0.12872021,0.34946236,0.22022615,0.13633679,0.35262072,0.20841475,0.12933497,0.32728294,0.225344,0.14076647,0.33602101,0.5482313,0.39460945,0.61532575,0.37744898,0.59693891,0.39078787,0.56922352,0.39755422,0.46533528,0.3366591,0.65835381,0.20216176,0.12484527,0.3439604,0.30931553,0.19142133,0.49671015,0.38369411,0.25279021,0.5754686,-0.021174682,-0.085814923,-0.10395383,-0.090472087,-0.10192376,-0.093278572,-0.051439404,-0.10319506,-0.1101747,0.018362889,0.030048799,0.02252743,-0.000935794,0.015402219,0.031972773,0.012131606,0.02202712,0.024029355,10560.011,-2959.7634,-5598.8325,4059.4521,-1895.8298,-1876.749,7302.147,-5012.8481,-5709.1035,8889.1465,1110.4142,393.32928,6803.7427,1296.8362,2010.7816,0.000614772,0.00442968,0.025264166,-0.022179425,-0.016599726,0.000374161,-0.04610227,-0.048707619,0.020105248,0.003821581,0.12794495,0.14523779,0.23150817,0.16164365,0.18153234,0.15601975,0.98268896,-0.76809663,0.013016645,75667,67938,45
1302,Florence,0.64379901,0.68354803,0.55583602,0.65616953,0.69046533,0.57873046,0.70385045,0.73258066,0.63299996,0.67871135,0.71971202,0.58240306,0.65506166,0.69219267,0.57227653,0.19862904,0.23197657,0.10095252,0.11631411,0.13875528,0.055698227,0.14632179,0.17383008,0.061556362,0.17398793,0.20405719,0.079530887,0.1951296,0.22909138,0.09999308,0.014047331,0.66655481,0.97215176,0.043130975,0.458755441,0.44313094,0.455546524,56340.77427,65902.64208,34715.18545,49345.84569,56542.64342,32643.92368,58378.49628,67664.64532,35194.49402,62928.33489,72311.93125,41312.78812,57152.78742,66357.50432,36085.70498,31626.82272,37651.16886,18398.45705,20253.766,24632.156,11110.089,27855.275,33694.59017,14083.85737,33760.41204,39900.29359,19328.78492,32005.45009,38003.63918,18902.72022,0.18700893,0.11834727,0.3465378,0.20557694,0.11498294,0.39594176,0.18535987,0.10067501,0.38927379,0.15541765,0.091338262,0.29276764,0.17667012,0.11214274,0.3253549,0.66991115,0.2783742,0.6733771,0.32079521,0.69125354,0.29970506,0.6827054,0.29007694,0.41019419,0.29764196,0.65284729,0.19276041,0.12682849,0.3427265,0.26885259,0.17565811,0.47003013,0.34614304,0.23672011,0.5668031,0.029246679,-0.040387966,-0.049032636,0.003672648,-0.060723465,-0.07716395,0.022541801,-0.048788767,-0.060051415,0.06530191,0.055261306,0.058146499,0.023832658,0.038436722,0.039396159,0.057673827,0.048807807,0.052307241,15769.287,-1307.141,-1762.0033,8668.8643,891.211,-479.30859,13582.489,-1225.7089,-2037.722,15268.138,4309.0493,3956.5786,8218.6963,4818.8628,4314.5996,-0.023644676,0.011467736,0.017672263,-0.1031741,-0.063918903,-0.042736009,0.009328327,-0.021342402,-0.030718265,-0.02133085,0.10989163,0.12198387,0.22407658,0.18281716,0.15338261,0.14134157,0.95810437,-0.62342381,0.015624501,634562,466378,45
1400,Fayetteville,0.62855345,0.66751045,0.56835485,0.66323048,0.69564021,0.60322994,0.70619822,0.74508947,0.64005858,0.67260981,0.7199055,0.59285825,0.63639051,0.67306715,0.57734221,0.19582373,0.22314797,0.14663199,0.12308963,0.14689521,0.07372804,0.14581756,0.17786974,0.08261741,0.17370132,0.20904756,0.10621528,0.19074105,0.22221211,0.14057212,0.024873026,0.63536841,0.95306325,0.048652776,0.449074454,0.423048445,0.439804826,56264.59172,64953.00262,42709.37653,48890.93872,56594.47244,34712.60418,59619.59797,68019.17083,42929.78851,64395.76449,73440.78002,48010.59944,55752.72238,65302.03278,41706.42524,28817.38857,34094.08699,22220.04946,19891.061,23968.023,13193.041,26959.438,32265.64437,18085.42625,31129.84085,37384.30287,21960.24969,28377.8859,33471.33107,21536.75826,0.2,0.14211686,0.28549448,0.17984472,0.10092406,0.32160944,0.16343629,0.092189103,0.2887539,0.15450431,0.092304848,0.26201668,0.19895925,0.13589904,0.29864526,0.52465755,0.30065486,0.61108947,0.29081634,0.59497201,0.29404163,0.55319959,0.30029508,0.4175646,0.30750379,0.61640775,0.21534848,0.14212917,0.37224358,0.27648401,0.17320068,0.46696734,0.33651754,0.23110484,0.52368557,0.024265287,-0.072022304,-0.077579007,-0.010371694,-0.062716387,-0.07170371,0.009379271,-0.069807716,-0.07764481,0.062152334,0.044342358,0.045278236,0.032487243,0.057954714,0.064014584,0.050611682,0.044923488,0.050006155,16846.309,-2717.1379,-3066.1682,13297.995,-1223.3633,-220.41197,15504.826,-3866.8755,-3355.0061,13416.28,1205.6866,1828.4425,8767.208,3451.332,4134.623,-0.00861921,0.04370993,0.049927752,-0.059592735,0.009891355,-0.00325943,-0.057889871,-0.070314482,0.009478739,0.006613239,0.088975661,0.13430312,0.15144199,0.14944041,0.12116907,0.14108059,0.92819023,-0.58671564,0.026026009,699392,563232,37
1500,Wilmington,0.66299522,0.68322217,0.57740313,0.61631012,0.63979304,0.54650193,0.68602568,0.70165986,0.63768673,0.67508584,0.69895202,0.58601403,0.6706481,0.6925357,0.58983469,0.26503456,0.30047983,0.095876478,0.11520518,0.13067198,0.058325425,0.15138146,0.17003541,0.073635526,0.21497194,0.23898423,0.10259371,0.25576434,0.28890774,0.098211952,0.012882839,0.68067771,0.97046745,0.037423398,0.463071231,0.442831337,0.45896312,62904.32438,69066.01171,36990.18986,50073.88773,55639.55473,32059.47295,60049.07227,67047.03853,37512.90638,66638.19739,72094.25682,44511.65008,62095.53047,68129.14495,37319.28641,36420.04671,40691.08213,22005.52126,21487.605,24445.598,13041.704,30130.258,34019.23633,17172.71747,37060.95138,40938.15768,23612.06951,36436.54036,40614.79472,22337.0839,0.15826343,0.11570062,0.32229608,0.1888853,0.13207644,0.34480533,0.16181971,0.11142603,0.3242535,0.1432533,0.10632774,0.27230421,0.15408163,0.11446982,0.29749921,0.76951867,0.1675666,0.73255515,0.25927055,0.75993615,0.22788022,0.76918054,0.19503845,0.35919705,0.29018873,0.64695776,0.19386564,0.13203479,0.38964739,0.26073191,0.1837703,0.49908203,0.31362405,0.23804618,0.56860733,0.059159018,-0.009124165,-0.018437659,0.039512098,-0.047851998,-0.060283575,0.058775723,-0.015377604,-0.023030508,0.10831224,0.11887232,0.13044441,0.044268291,0.024576422,0.022240952,0.099766776,0.10438287,0.11365308,16454.701,1082.1064,2018.9733,12452.177,-193.61998,-522.71649,16564.311,2046.4581,2855.2522,16492.561,6595.5581,6671.8457,10570.365,5164.3662,4832.8037,-0.0257487,0.003043794,0.004274594,-0.07250113,-0.026754286,-0.001957414,0.036625363,0.009582552,-0.064232096,-0.060313631,0.1060114,0.10641845,0.17895992,0.14787571,0.11975841,0.098465137,0.95758462,-0.64325428,0.020239895,455603,278374,37
1600,Wilson,0.64578986,0.70165855,0.57831389,0.66679835,0.71631163,0.57341033,0.72799295,0.76984882,0.65773022,0.66436094,0.7315138,0.57625568,0.65979069,0.70764065,0.59425163,0.16597703,0.21764624,0.090518862,0.10384711,0.13058923,0.042166717,0.12735301,0.15985245,0.059058525,0.14572215,0.19248688,0.067702666,0.1631912,0.21092142,0.089444838,0.008087665,0.85506845,0.96530634,0.045187615,0.450589928,0.446454485,0.458319005,55684.11949,70114.16206,41719.61979,49812.14593,59790.62622,32650.3543,59556.50769,73172.08611,38642.94406,62903.30862,76314.38966,45727.5772,55088.1502,68361.28218,42191.02418,29652.10332,38339.45368,20999.56463,21184.613,26734.348,11886.637,28590.078,35863.68645,16912.5785,31610.92981,39610.64554,21872.68241,29684.3865,37770.69439,21177.89466,0.18288036,0.090753593,0.27239308,0.1998388,0.093175463,0.37943441,0.17334634,0.079131722,0.32104203,0.1654752,0.080565266,0.26255897,0.18855694,0.096370906,0.28729418,0.50778246,0.42209867,0.61616933,0.3801322,0.6026299,0.38987693,0.55039865,0.40941441,0.42948052,0.25679606,0.64352763,0.21377441,0.11247825,0.39189413,0.30089778,0.15710697,0.5151785,0.34894156,0.19532146,0.546049,0.015202179,-0.062208153,-0.068190239,0.002845312,-0.063478589,-0.079416372,-0.002437437,-0.068202287,-0.082203083,0.061897639,0.05106898,0.057793807,0.02553595,0.030386316,0.031460337,0.041875049,0.035838183,0.038624015,16523.764,-4810.8037,-3057.9241,13077.223,3548.0801,3076.6758,13091.162,-4468.3574,-3872.3882,12876.297,1907.0078,2475.7673,9986.0459,4265.3164,4086.9861,-0.012610191,0.017239179,0.011621865,-0.11687543,-0.033747852,-0.048648953,-0.065770656,-0.094847448,0.02928221,0.032221731,0.082843207,0.099689096,0.15415488,0.12834917,0.13516715,0.12858276,0.95721871,-0.80988079,0.004135443,233626,199296,37
